order_id,gender_category,product_line,product_name,size,units_sold,mrp,discount_applied,revenue,order_date,sales_channel,region,profit,discount_rate,expected_revenue,revenue_gap,profit_margin,loss_flag,month,year,Size_Apparel,size_apparel
3206,Kids,Basketball,Kyrie Flytrap,L,-1.0,4694.72,0.58,-1971.78,2024-03-25,Retail,Bangalore,3611.24,0.58,-4694.72,-2722.9400000000005,-1.8314619278012758,Profit,3,2024,L,L
3209,Women,Training,Flex Trainer,M,2.0,6383.55,0.17,0.0,2024-08-20,Retail,bengaluru,1986.27,0.17,12767.1,12767.1,0.0,Profit,8,2024,M,M
3212,Kids,Soccer,Mercurial Superfly,M,4.0,7670.57,0.0,0.0,2024-10-05,Retail,Kolkata,2025.11,0.0,30682.28,30682.28,0.0,Profit,10,2024,M,M
3213,Men,Running,Air Zoom,XL,2.0,5550.99,0.0,0.0,2024-12-28,Online,Kolkata,3221.7,0.0,11101.98,11101.98,0.0,Profit,12,2024,XL,XL
3215,Men,Soccer,Phantom GT,XL,2.0,6320.59,0.0,0.0,2024-02-20,Online,Kolkata,2109.68,0.0,12641.18,12641.18,0.0,Profit,2,2024,XL,XL
3216,Men,Basketball,Air Jordan,XL,2.0,6235.71,0.0,0.0,2023-08-14,Online,Mumbai,2508.13,0.0,12471.42,12471.42,0.0,Profit,8,2023,XL,XL
3222,Kids,Basketball,Air Jordan,XL,-1.0,5300.32,0.0,0.0,2024-10-08,Online,Bangalore,2593.48,0.0,-5300.32,-5300.32,0.0,Profit,10,2024,XL,XL
3225,Kids,Basketball,Kyrie Flytrap,L,2.0,7364.6,0.0,0.0,2023-12-20,Retail,Kolkata,-458.05,0.0,14729.2,14729.2,0.0,Loss,12,2023,L,L
3232,Kids,Lifestyle,Air Force 1,,0.0,6323.09,0.0,0.0,2023-11-11,Online,Pune,2083.57,0.0,0.0,0.0,0.0,Profit,11,2023,XL,XL
3237,Kids,Basketball,LeBron 20,L,3.0,5596.52,0.0,0.0,2024-08-16,Retail,Mumbai,2926.28,0.0,16789.56,16789.56,0.0,Profit,8,2024,L,L
3240,Kids,Basketball,Zoom Freak,9,-1.0,8776.59,0.0,0.0,2024-05-27,Retail,Hyd,-1020.05,0.0,-8776.59,-8776.59,0.0,Loss,5,2024,M,M
3245,Women,Running,React Infinity,L,3.0,6492.155000000001,0.0,0.0,2024-05-19,Retail,Pune,3102.91,0.0,19476.465000000004,19476.465000000004,0.0,Profit,5,2024,L,L
3248,Women,Lifestyle,Blazer Mid,12,0.0,8234.91,0.0,0.0,2024-11-24,Online,Mumbai,2984.1,0.0,0.0,0.0,0.0,Profit,11,2024,XL,XL
3252,Men,Basketball,Zoom Freak,10,1.0,6435.66,0.0,0.0,2024-03-26,Online,Mumbai,-563.83,0.0,6435.66,6435.66,0.0,Loss,3,2024,L,L
3257,Women,Running,Free RN,7,-1.0,7056.01,0.0,0.0,2025-01-19,Retail,Kolkata,1190.89,0.0,-7056.01,-7056.01,0.0,Profit,1,2025,S,S
3260,Men,Soccer,Mercurial Superfly,7,1.0,6569.65,0.0,0.0,2025-06-28,Online,Mumbai,1287.17,0.0,6569.65,6569.65,0.0,Profit,6,2025,S,S
3262,Women,Basketball,LeBron 20,6,2.0,6431.1900000000005,0.0,0.0,2024-12-26,Retail,Bangalore,1490.29,0.0,12862.380000000001,12862.380000000001,0.0,Profit,12,2024,S,S
3268,Men,Soccer,Mercurial Superfly,L,2.0,6569.65,0.0,0.0,2025-07-11,Retail,Mumbai,1586.4,0.0,13139.3,13139.3,0.0,Profit,7,2025,L,L
3269,Women,Soccer,Mercurial Superfly,M,2.0,7268.31,0.0,0.0,2024-12-03,Online,Mumbai,-719.57,0.0,14536.62,14536.62,0.0,Loss,12,2024,M,M
3270,Kids,Lifestyle,Dunk Low,XL,2.0,6202.99,0.0,0.0,2025-06-03,Online,Pune,3619.8,0.0,12405.98,12405.98,0.0,Profit,6,2025,XL,XL
3273,Women,Soccer,Phantom GT,M,-1.0,5527.7,0.17,-4587.99,2024-02-04,Online,bengaluru,2577.59,0.17,-5527.7,-939.71,-0.5618124712564762,Profit,2,2024,M,M
3280,Kids,Training,SuperRep Go,XL,-1.0,7709.7,0.0,0.0,2024-10-12,Online,Mumbai,663.54,0.0,-7709.7,-7709.7,0.0,Profit,10,2024,XL,XL
3282,Kids,Basketball,Air Jordan,XL,4.0,6235.71,0.23,0.0,2024-05-19,Retail,Delhi,-190.17,0.23,24942.84,24942.84,0.0,Loss,5,2024,XL,XL
3284,Women,Running,Free RN,,4.0,5776.74,0.0,0.0,2024-08-20,Online,Kolkata,210.83,0.0,23106.96,23106.96,0.0,Profit,8,2024,XL,XL
3292,Women,Training,Metcon 7,M,2.0,5890.69,0.0,0.0,2025-05-23,Online,Hyd,2299.04,0.0,11781.38,11781.38,0.0,Profit,5,2025,M,M
3303,Kids,Soccer,Tiempo Legend,9,2.0,6380.5,0.0,0.0,2024-10-19,Online,Kolkata,2846.02,0.0,12761.0,12761.0,0.0,Profit,10,2024,M,M
3305,Kids,Running,Free RN,,2.0,4216.14,0.0,0.0,2024-10-17,Retail,Hyd,-687.95,0.0,8432.28,8432.28,0.0,Loss,10,2024,XL,XL
3309,Men,Lifestyle,Air Force 1,,2.0,5594.08,0.0,0.0,2023-09-12,Retail,Hyd,626.95,0.0,11188.16,11188.16,0.0,Profit,9,2023,XL,XL
3310,Women,Running,Free RN,M,4.0,6293.58,0.21,0.0,2025-04-18,Retail,Kolkata,2856.16,0.21,25174.32,25174.32,0.0,Profit,4,2025,M,M
3316,Women,Running,React Infinity,L,2.0,6492.155000000001,1.02,0.0,2024-04-25,Online,bengaluru,27.15,1.02,12984.310000000001,12984.310000000001,0.0,Profit,4,2024,L,L
3322,Men,Training,Metcon 7,M,2.0,5890.69,0.0,0.0,2023-08-28,Online,Hyderabad,864.55,0.0,11781.38,11781.38,0.0,Profit,8,2023,M,M
3323,Men,Running,Air Zoom,,-1.0,8130.74,0.07,-7561.59,2024-01-01,Retail,Delhi,-687.56,0.07,-8130.74,-569.1499999999996,0.0909279662081652,Loss,1,2024,XL,XL
3329,Kids,Training,ZoomX Invincible,M,2.0,6897.68,0.0,0.0,2024-04-28,Retail,Kolkata,530.29,0.0,13795.36,13795.36,0.0,Profit,4,2024,M,M
3334,Kids,Soccer,Tiempo Legend,L,3.0,2471.71,0.0,0.0,2023-11-14,Online,Mumbai,1190.89,0.0,7415.13,7415.13,0.0,Profit,11,2023,L,L
3335,Men,Soccer,Premier III,,2.0,3138.53,0.0,0.0,2024-08-17,Retail,Delhi,1221.99,0.0,6277.06,6277.06,0.0,Profit,8,2024,XL,XL
3337,Men,Training,ZoomX Invincible,L,4.0,6897.68,0.0,0.0,2024-10-10,Online,Delhi,2915.13,0.0,27590.72,27590.72,0.0,Profit,10,2024,L,L
3341,Kids,Training,Metcon 7,8,3.0,8387.99,0.0,0.0,2024-03-23,Online,Bangalore,1693.41,0.0,25163.97,25163.97,0.0,Profit,3,2024,M,M
2037,Women,Lifestyle,Dunk Low,12,4.0,6202.99,1.23,0.0,2025-04-11,Online,Delhi,3651.05,1.23,24811.96,24811.96,0.0,Profit,4,2025,XL,XL
3358,Men,Basketball,Kyrie Flytrap,M,2.0,5066.14,0.43,0.0,2024-08-01,Online,Hyd,2019.56,0.43,10132.28,10132.28,0.0,Profit,8,2024,M,M
3360,Women,Training,Metcon 7,M,4.0,5890.69,0.06,0.0,2024-07-31,Online,Bangalore,304.12,0.06,23562.76,23562.76,0.0,Profit,7,2024,M,M
3362,Men,Lifestyle,Air Force 1,L,2.0,6323.09,0.0,0.0,2024-03-10,Retail,Delhi,2730.12,0.0,12646.18,12646.18,0.0,Profit,3,2024,L,L
3369,Men,Running,React Infinity,L,2.0,5103.34,0.05,0.0,2024-09-27,Online,Kolkata,1247.02,0.05,10206.68,10206.68,0.0,Profit,9,2024,L,L
3379,Men,Basketball,Air Jordan,,2.0,5000.49,0.86,1400.14,2024-10-23,Retail,Pune,3000.14,0.86,10000.98,8600.84,2.1427428685702856,Profit,10,2024,XL,XL
3381,Men,Training,ZoomX Invincible,,1.0,6897.68,0.0,0.0,2024-02-23,Retail,Mumbai,2718.47,0.0,6897.68,6897.68,0.0,Profit,2,2024,XL,XL
3385,Men,Training,ZoomX Invincible,,2.0,9019.91,0.0,0.0,2025-03-21,Online,Hyd,-643.93,0.0,18039.82,18039.82,0.0,Loss,3,2025,XL,XL
3387,Men,Soccer,Phantom GT,10,4.0,6320.59,1.07,0.0,2025-06-21,Retail,bengaluru,2821.58,1.07,25282.36,25282.36,0.0,Profit,6,2025,L,L
3389,Women,Running,Air Zoom,M,3.0,9764.91,0.0,0.0,2025-04-04,Online,Mumbai,3491.49,0.0,29294.73,29294.73,0.0,Profit,4,2025,M,M
3391,Women,Soccer,Mercurial Superfly,M,2.0,6569.65,0.0,0.0,2023-11-14,Retail,hyderbad,1628.31,0.0,13139.3,13139.3,0.0,Profit,11,2023,M,M
3398,Men,Basketball,LeBron 20,XL,2.0,2082.49,0.0,0.0,2023-08-27,Retail,Kolkata,415.57,0.0,4164.98,4164.98,0.0,Profit,8,2023,XL,XL
3405,Women,Lifestyle,Dunk Low,M,0.0,9986.17,1.04,0.0,2025-01-04,Online,Kolkata,1861.72,1.04,0.0,0.0,0.0,Profit,1,2025,M,M
3413,Kids,Soccer,Phantom GT,XL,2.0,6320.59,0.0,0.0,2023-07-31,Online,hyderbad,2752.65,0.0,12641.18,12641.18,0.0,Profit,7,2023,XL,XL
3415,Kids,Basketball,Air Jordan,L,-1.0,6165.08,0.0,0.0,2024-03-06,Online,Hyderabad,-426.97,0.0,-6165.08,-6165.08,0.0,Loss,3,2024,L,L
3422,Kids,Training,Metcon 7,XL,2.0,3197.01,0.0,0.0,2024-01-18,Retail,Hyderabad,2432.76,0.0,6394.02,6394.02,0.0,Profit,1,2024,XL,XL
3436,Kids,Soccer,Mercurial Superfly,L,2.0,6569.65,0.0,0.0,2025-06-11,Retail,Bangalore,2107.65,0.0,13139.3,13139.3,0.0,Profit,6,2025,L,L
3437,Kids,Soccer,Tiempo Legend,M,2.0,6045.785,0.0,0.0,2024-05-10,Retail,Mumbai,-113.52,0.0,12091.57,12091.57,0.0,Loss,5,2024,M,M
3442,Kids,Basketball,Zoom Freak,XL,4.0,6435.66,0.0,0.0,2025-01-21,Online,Mumbai,3129.5,0.0,25742.64,25742.64,0.0,Profit,1,2025,XL,XL
3450,Men,Running,React Infinity,M,3.0,6492.155000000001,0.0,0.0,2024-01-16,Retail,bengaluru,904.82,0.0,19476.465000000004,19476.465000000004,0.0,Profit,1,2024,M,M
3465,Men,Lifestyle,Dunk Low,,2.0,6202.99,0.0,0.0,2023-11-29,Online,Delhi,1698.7,0.0,12405.98,12405.98,0.0,Profit,11,2023,XL,XL
3478,Kids,Training,Flex Trainer,9,2.0,6383.55,0.0,0.0,2025-05-17,Retail,Mumbai,2192.68,0.0,12767.1,12767.1,0.0,Profit,5,2025,M,M
3481,Women,Lifestyle,Air Force 1,XL,4.0,6323.09,0.0,0.0,2023-10-15,Online,bengaluru,2564.61,0.0,25292.36,25292.36,0.0,Profit,10,2023,XL,XL
3483,Men,Lifestyle,Air Force 1,L,4.0,4733.92,0.0,0.0,2024-12-04,Online,Kolkata,738.19,0.0,18935.68,18935.68,0.0,Profit,12,2024,L,L
3485,Women,Lifestyle,Dunk Low,,2.0,6202.99,0.0,0.0,2024-12-14,Retail,Hyderabad,1722.38,0.0,12405.98,12405.98,0.0,Profit,12,2024,XL,XL
3490,Men,Running,Free RN,L,0.0,6293.58,0.98,0.0,2025-07-08,Online,Delhi,1591.77,0.98,0.0,0.0,0.0,Profit,7,2025,L,L
3494,Kids,Running,Pegasus Turbo,,2.0,5644.675,0.87,0.0,2024-09-17,Retail,Pune,3566.05,0.87,11289.35,11289.35,0.0,Profit,9,2024,XL,XL
3495,Women,Basketball,LeBron 20,M,-1.0,6431.1900000000005,0.0,0.0,2024-08-13,Retail,Pune,3572.8,0.0,-6431.1900000000005,-6431.1900000000005,0.0,Profit,8,2024,M,M
3502,Men,Lifestyle,Blazer Mid,L,2.0,6418.29,0.89,0.0,2023-11-09,Online,Delhi,3665.75,0.89,12836.58,12836.58,0.0,Profit,11,2023,L,L
3511,Kids,Lifestyle,Blazer Mid,XL,2.0,3248.17,0.06,0.0,2025-02-15,Retail,Hyderabad,877.12,0.06,6496.34,6496.34,0.0,Profit,2,2025,XL,XL
3513,Women,Training,SuperRep Go,,0.0,6145.98,0.0,0.0,2025-04-16,Retail,hyderbad,2625.95,0.0,0.0,0.0,0.0,Profit,4,2025,XL,XL
3519,Kids,Soccer,Premier III,,2.0,5773.245,0.0,0.0,2025-05-25,Retail,Kolkata,3491.18,0.0,11546.49,11546.49,0.0,Profit,5,2025,XL,XL
3520,Women,Lifestyle,Waffle One,XL,2.0,2080.85,1.24,-998.81,2024-03-22,Retail,Delhi,-776.21,1.24,4161.7,5160.51,0.7771347904005768,Loss,3,2024,XL,XL
3523,Kids,Training,SuperRep Go,6,2.0,7061.5,1.04,0.0,2024-06-09,Retail,Kolkata,825.03,1.04,14123.0,14123.0,0.0,Profit,6,2024,S,S
3530,Women,Soccer,Mercurial Superfly,,0.0,3034.73,0.0,0.0,2023-09-25,Retail,Kolkata,2458.14,0.0,0.0,0.0,0.0,Profit,9,2023,XL,XL
3532,Kids,Running,React Infinity,XL,2.0,9244.96,0.47,0.0,2024-05-07,Online,Mumbai,-955.19,0.47,18489.92,18489.92,0.0,Loss,5,2024,XL,XL
3533,Kids,Running,Air Zoom,L,2.0,5550.99,0.0,0.0,2023-11-05,Retail,Hyd,451.71,0.0,11101.98,11101.98,0.0,Profit,11,2023,L,L
3538,Kids,Basketball,Kyrie Flytrap,L,0.0,5066.14,0.0,0.0,2024-12-12,Online,bengaluru,2787.81,0.0,0.0,0.0,0.0,Profit,12,2024,L,L
3545,Men,Training,Flex Trainer,12,3.0,6383.55,0.0,0.0,2023-08-03,Online,Delhi,2239.86,0.0,19150.65,19150.65,0.0,Profit,8,2023,XL,XL
3548,Kids,Soccer,Phantom GT,,3.0,6320.59,0.0,0.0,2024-03-12,Online,Kolkata,3366.32,0.0,18961.77,18961.77,0.0,Profit,3,2024,XL,XL
3551,Women,Training,SuperRep Go,10,2.0,9948.15,1.12,0.0,2023-08-02,Retail,Kolkata,-259.16,1.12,19896.3,19896.3,0.0,Loss,8,2023,L,L
3553,Women,Running,Air Zoom,XL,2.0,5216.27,0.0,0.0,2025-06-25,Online,Pune,-720.87,0.0,10432.54,10432.54,0.0,Loss,6,2025,XL,XL
3555,Kids,Soccer,Phantom GT,9,2.0,6320.59,0.0,0.0,2025-04-26,Retail,hyderbad,-1069.25,0.0,12641.18,12641.18,0.0,Loss,4,2025,M,M
3556,Women,Basketball,Kyrie Flytrap,M,4.0,5066.14,0.0,0.0,2025-03-13,Retail,Kolkata,-843.61,0.0,20264.56,20264.56,0.0,Loss,3,2025,M,M
3560,Women,Soccer,Phantom GT,,2.0,6320.59,0.13,0.0,2023-07-26,Retail,hyderbad,3662.98,0.13,12641.18,12641.18,0.0,Profit,7,2023,XL,XL
3562,Women,Basketball,LeBron 20,,1.0,6431.1900000000005,0.0,0.0,2024-10-31,Retail,Delhi,1904.66,0.0,6431.1900000000005,6431.1900000000005,0.0,Profit,10,2024,XL,XL
3565,Kids,Basketball,Kyrie Flytrap,XL,2.0,5066.14,0.55,0.0,2024-08-27,Online,Kolkata,3851.81,0.55,10132.28,10132.28,0.0,Profit,8,2024,XL,XL
3569,Women,Soccer,Phantom GT,12,2.0,9203.0,0.0,0.0,2024-08-12,Online,Kolkata,1797.66,0.0,18406.0,18406.0,0.0,Profit,8,2024,XL,XL
3573,Men,Basketball,Air Jordan,,1.0,6830.98,0.39,4166.9,2025-03-18,Retail,Mumbai,-175.76,0.39,6830.98,2664.08,-0.0421800379178766,Loss,3,2025,XL,XL
3574,Kids,Basketball,Air Jordan,XL,0.0,6235.71,0.96,0.0,2025-01-13,Online,Bangalore,2589.0,0.96,0.0,0.0,0.0,Profit,1,2025,XL,XL
3576,Women,Lifestyle,Waffle One,M,2.0,3533.18,0.0,0.0,2024-03-17,Retail,bengaluru,-586.23,0.0,7066.36,7066.36,0.0,Loss,3,2024,M,M
3579,Men,Basketball,LeBron 20,XL,0.0,9995.55,0.0,0.0,2025-02-03,Retail,Delhi,1962.41,0.0,0.0,0.0,0.0,Profit,2,2025,XL,XL
3582,Kids,Soccer,Mercurial Superfly,M,2.0,2117.04,0.0,0.0,2024-09-01,Online,Pune,806.52,0.0,4234.08,4234.08,0.0,Profit,9,2024,M,M
3587,Men,Training,SuperRep Go,6,2.0,5280.57,0.0,0.0,2025-07-01,Online,bengaluru,-1182.04,0.0,10561.14,10561.14,0.0,Loss,7,2025,S,S
3595,Kids,Running,Air Zoom,L,2.0,6890.68,0.0,0.0,2023-09-05,Online,Pune,3385.84,0.0,13781.36,13781.36,0.0,Profit,9,2023,L,L
3613,Men,Lifestyle,Blazer Mid,XL,4.0,6383.24,0.0,0.0,2024-08-16,Online,hyderbad,2136.73,0.0,25532.96,25532.96,0.0,Profit,8,2024,XL,XL
3614,Men,Training,ZoomX Invincible,L,2.0,6186.3,0.22,0.0,2024-09-17,Online,Pune,2169.69,0.22,12372.6,12372.6,0.0,Profit,9,2024,L,L
3619,Kids,Lifestyle,Air Force 1,L,0.0,8915.88,0.0,0.0,2025-02-07,Online,Kolkata,824.23,0.0,0.0,0.0,0.0,Profit,2,2025,L,L
3623,Men,Lifestyle,Waffle One,XL,2.0,5637.46,0.75,0.0,2025-06-24,Retail,Mumbai,1980.48,0.75,11274.92,11274.92,0.0,Profit,6,2025,XL,XL
3636,Women,Soccer,Tiempo Legend,M,2.0,7881.53,0.0,0.0,2023-12-19,Retail,Delhi,2615.73,0.0,15763.06,15763.06,0.0,Profit,12,2023,M,M
3637,Women,Running,Pegasus Turbo,6,2.0,6577.39,0.0,0.0,2025-05-29,Retail,Delhi,1945.9,0.0,13154.78,13154.78,0.0,Profit,5,2025,S,S
3644,Kids,Running,React Infinity,,2.0,5702.53,0.0,0.0,2023-10-31,Online,Delhi,1437.04,0.0,11405.06,11405.06,0.0,Profit,10,2023,XL,XL
3650,Women,Soccer,Premier III,M,2.0,5773.245,0.0,0.0,2024-01-07,Retail,Delhi,-520.93,0.0,11546.49,11546.49,0.0,Loss,1,2024,M,M
3651,Men,Training,SuperRep Go,M,2.0,8891.63,1.07,0.0,2024-12-17,Retail,Delhi,-636.77,1.07,17783.26,17783.26,0.0,Loss,12,2024,M,M
3652,Kids,Basketball,Air Jordan,XL,0.0,3176.7,0.0,0.0,2023-11-21,Online,hyderbad,3349.8,0.0,0.0,0.0,0.0,Profit,11,2023,XL,XL
2033,Women,Running,React Infinity,M,2.0,6492.155000000001,0.8,0.0,2024-07-23,Retail,Delhi,437.17,0.8,12984.310000000001,12984.310000000001,0.0,Profit,7,2024,M,M
3661,Kids,Training,ZoomX Invincible,XL,0.0,9979.38,0.0,0.0,2024-12-05,Online,Delhi,2957.86,0.0,0.0,0.0,0.0,Profit,12,2024,XL,XL
3665,Women,Lifestyle,Blazer Mid,,2.0,2958.1,0.0,0.0,2024-07-06,Retail,Hyderabad,2003.55,0.0,5916.2,5916.2,0.0,Profit,7,2024,XL,XL
3666,Women,Running,Air Zoom,,2.0,5550.99,1.18,0.0,2025-04-07,Retail,Delhi,3382.55,1.18,11101.98,11101.98,0.0,Profit,4,2025,XL,XL
3669,Women,Lifestyle,Blazer Mid,L,2.0,2287.32,0.0,0.0,2023-08-27,Online,Kolkata,3859.9,0.0,4574.64,4574.64,0.0,Profit,8,2023,L,L
3680,Men,Training,Flex Trainer,XL,3.0,8835.41,0.92,2120.5,2025-01-27,Retail,Delhi,-746.28,0.92,26506.23,24385.73,-0.3519358641829757,Loss,1,2025,XL,XL
3683,Women,Soccer,Premier III,L,2.0,5773.245,0.0,0.0,2024-05-15,Retail,Kolkata,-4.26,0.0,11546.49,11546.49,0.0,Loss,5,2024,L,L
3696,Kids,Training,ZoomX Invincible,M,2.0,6425.04,0.0,0.0,2024-11-09,Retail,Kolkata,1966.58,0.0,12850.08,12850.08,0.0,Profit,11,2024,M,M
3702,Men,Running,React Infinity,M,2.0,6492.155000000001,0.99,0.0,2025-05-20,Online,Pune,3398.32,0.99,12984.310000000001,12984.310000000001,0.0,Profit,5,2025,M,M
3705,Kids,Training,Metcon 7,6,2.0,5644.1,0.09,0.0,2024-09-11,Online,hyderbad,3860.78,0.09,11288.2,11288.2,0.0,Profit,9,2024,S,S
3711,Kids,Basketball,Zoom Freak,,2.0,6435.66,0.53,0.0,2023-12-28,Online,Delhi,1077.08,0.53,12871.32,12871.32,0.0,Profit,12,2023,XL,XL
3716,Women,Soccer,Phantom GT,,2.0,7916.1,0.9,0.0,2023-08-23,Online,Pune,2442.47,0.9,15832.2,15832.2,0.0,Profit,8,2023,XL,XL
3720,Men,Lifestyle,Blazer Mid,XL,2.0,7365.14,0.0,0.0,2025-01-24,Retail,Delhi,3369.92,0.0,14730.28,14730.28,0.0,Profit,1,2025,XL,XL
3722,Kids,Training,ZoomX Invincible,7,1.0,9335.0,0.22,7281.3,2023-11-21,Retail,Mumbai,1787.45,0.22,9335.0,2053.7,0.24548500954499883,Profit,11,2023,S,S
2016,Women,Training,Metcon 7,,2.0,5890.69,0.0,0.0,2024-03-15,Retail,Delhi,-263.86,0.0,11781.38,11781.38,0.0,Loss,3,2024,XL,XL
3740,Men,Basketball,Zoom Freak,,0.0,6435.66,0.0,0.0,2023-09-21,Retail,Pune,2909.82,0.0,0.0,0.0,0.0,Profit,9,2023,XL,XL
3742,Women,Soccer,Tiempo Legend,,2.0,6045.785,0.78,0.0,2024-06-20,Retail,Mumbai,2266.51,0.78,12091.57,12091.57,0.0,Profit,6,2024,XL,XL
3745,Men,Lifestyle,Waffle One,,2.0,5637.46,0.0,0.0,2025-03-09,Online,Kolkata,552.84,0.0,11274.92,11274.92,0.0,Profit,3,2025,XL,XL
3757,Men,Training,Metcon 7,,2.0,5890.69,0.0,0.0,2024-06-12,Retail,hyderbad,-106.88,0.0,11781.38,11781.38,0.0,Loss,6,2024,XL,XL
3758,Kids,Running,Pegasus Turbo,M,3.0,4306.67,0.0,0.0,2025-05-10,Retail,Delhi,-233.45,0.0,12920.01,12920.01,0.0,Loss,5,2025,M,M
3764,Men,Lifestyle,Blazer Mid,10,2.0,3953.6,0.0,0.0,2024-02-22,Online,Kolkata,528.86,0.0,7907.2,7907.2,0.0,Profit,2,2024,L,L
3770,Women,Running,Free RN,M,4.0,6293.58,0.36,0.0,2024-02-03,Retail,Mumbai,3784.67,0.36,25174.32,25174.32,0.0,Profit,2,2024,M,M
3775,Women,Running,Pegasus Turbo,,0.0,5644.675,0.12,0.0,2024-07-02,Online,Delhi,2865.11,0.12,0.0,0.0,0.0,Profit,7,2024,XL,XL
3776,Men,Soccer,Tiempo Legend,L,2.0,6045.785,1.22,0.0,2024-11-12,Online,Kolkata,-1034.46,1.22,12091.57,12091.57,0.0,Loss,11,2024,L,L
3778,Kids,Lifestyle,Waffle One,11,2.0,7248.3,0.0,0.0,2025-05-06,Online,Kolkata,-672.15,0.0,14496.6,14496.6,0.0,Loss,5,2025,L,L
3779,Women,Soccer,Tiempo Legend,M,2.0,6045.785,1.08,0.0,2024-12-17,Online,Kolkata,1073.22,1.08,12091.57,12091.57,0.0,Profit,12,2024,M,M
3781,Kids,Running,Pegasus Turbo,L,2.0,5644.675,0.36,0.0,2024-02-21,Retail,Mumbai,642.3,0.36,11289.35,11289.35,0.0,Profit,2,2024,L,L
3784,Kids,Training,SuperRep Go,10,0.0,5280.57,0.0,0.0,2025-07-07,Retail,Pune,2743.21,0.0,0.0,0.0,0.0,Profit,7,2025,L,L
3787,Kids,Soccer,Mercurial Superfly,,2.0,5782.29,0.0,0.0,2024-01-25,Retail,Bangalore,2660.28,0.0,11564.58,11564.58,0.0,Profit,1,2024,XL,XL
3798,Women,Training,SuperRep Go,L,2.0,3503.14,0.0,0.0,2025-05-24,Retail,Pune,957.97,0.0,7006.28,7006.28,0.0,Profit,5,2025,L,L
3803,Men,Basketball,Zoom Freak,,3.0,6435.66,1.07,0.0,2025-04-26,Online,Mumbai,-659.53,1.07,19306.98,19306.98,0.0,Loss,4,2025,XL,XL
3805,Women,Lifestyle,Dunk Low,M,0.0,6202.99,0.75,0.0,2024-08-11,Retail,bengaluru,2727.66,0.75,0.0,0.0,0.0,Profit,8,2024,M,M
3806,Women,Running,Free RN,M,2.0,6293.58,0.28,0.0,2024-01-03,Retail,bengaluru,416.94,0.28,12587.16,12587.16,0.0,Profit,1,2024,M,M
3809,Women,Running,Air Zoom,11,-1.0,5550.99,0.0,0.0,2024-02-13,Retail,Kolkata,3564.78,0.0,-5550.99,-5550.99,0.0,Profit,2,2024,L,L
3811,Women,Running,React Infinity,XL,0.0,5706.6,0.0,0.0,2024-09-28,Online,bengaluru,1397.86,0.0,0.0,0.0,0.0,Profit,9,2024,XL,XL
3814,Kids,Lifestyle,Dunk Low,M,-1.0,9668.47,0.0,0.0,2024-12-25,Retail,Kolkata,3718.8,0.0,-9668.47,-9668.47,0.0,Profit,12,2024,M,M
3828,Men,Basketball,Air Jordan,XL,2.0,3208.18,0.0,0.0,2024-12-20,Retail,Hyd,103.08,0.0,6416.36,6416.36,0.0,Profit,12,2024,XL,XL
3830,Kids,Soccer,Phantom GT,L,2.0,3664.1,0.0,0.0,2024-09-04,Retail,Hyderabad,3188.23,0.0,7328.2,7328.2,0.0,Profit,9,2024,L,L
3832,Men,Basketball,Kyrie Flytrap,L,2.0,3928.02,0.0,0.0,2025-05-28,Retail,Kolkata,3445.25,0.0,7856.04,7856.04,0.0,Profit,5,2025,L,L
3833,Men,Soccer,Phantom GT,,2.0,5312.88,0.0,0.0,2025-02-26,Retail,Kolkata,146.06,0.0,10625.76,10625.76,0.0,Profit,2,2025,XL,XL
3850,Women,Training,SuperRep Go,,1.0,5280.57,0.0,0.0,2025-06-16,Retail,Delhi,142.55,0.0,5280.57,5280.57,0.0,Profit,6,2025,XL,XL
3857,Women,Soccer,Mercurial Superfly,,2.0,8490.02,0.96,0.0,2024-09-04,Online,Kolkata,1916.37,0.96,16980.04,16980.04,0.0,Profit,9,2024,XL,XL
3862,Kids,Lifestyle,Dunk Low,L,1.0,6202.99,0.61,0.0,2023-11-17,Online,Delhi,3454.42,0.61,6202.99,6202.99,0.0,Profit,11,2023,L,L
3868,Women,Running,Free RN,11,0.0,3554.76,0.51,0.0,2025-04-27,Online,Bangalore,-593.5,0.51,0.0,0.0,0.0,Loss,4,2025,L,L
3886,Kids,Basketball,Kyrie Flytrap,8,2.0,4967.69,0.0,0.0,2025-01-16,Retail,Delhi,-136.16,0.0,9935.38,9935.38,0.0,Loss,1,2025,M,M
3888,Kids,Training,ZoomX Invincible,,2.0,3737.67,0.0,0.0,2024-12-30,Online,Mumbai,-341.37,0.0,7475.34,7475.34,0.0,Loss,12,2024,XL,XL
3890,Women,Training,ZoomX Invincible,XL,2.0,4392.78,0.0,0.0,2025-01-10,Online,Delhi,676.44,0.0,8785.56,8785.56,0.0,Profit,1,2025,XL,XL
3891,Men,Training,ZoomX Invincible,L,0.0,9453.17,0.0,0.0,2025-02-13,Retail,Bangalore,3832.99,0.0,0.0,0.0,0.0,Profit,2,2025,L,L
3893,Men,Basketball,Air Jordan,,2.0,6235.71,1.22,0.0,2025-07-13,Retail,Delhi,2784.1,1.22,12471.42,12471.42,0.0,Profit,7,2025,XL,XL
3894,Women,Soccer,Premier III,11,-1.0,5255.98,1.03,157.68,2024-06-08,Online,Pune,-1067.96,1.03,-5255.98,-5413.66,-6.772957889396245,Loss,6,2024,L,L
